LessonPlansID,StudentID,TeacherID,attended,student_behaviour,notes,Date
17,60,9,1,3,IvK4hmsI7OCS0ZtRZoMZs23uxGS8elVB3f4DWozokM5UYMurXbGvZy28Ve3Y,24/07/2018
3,46,16,0,1,cbXB vqBhAi6GP3euDUQ3iaYvbb1GZzCxjZ1QShi7rKwLUFJDP7Dh4SSV4Yn,02/01/2013
10,113,1,1,2,7 J7EPvMLnmfCgi2G6OwNAn2NseXXTeO I5A0bWEj3eNEmTtADFy4GqROBGC,27/02/2013
18,16,14,1,4,AySuLUF1vaznEHhho1Rc9ol5vmc20yg1zTfCViHIJx1Qdb uOiAoaKaJZpgS,13/06/2019
16,54,17,0,4,21gSqLAFH9BRjipoqksq3I2yrWIWd9M1ToWpbMu1UGmiRrShxOorQunfwhPD,24/12/2015
15,29,14,1,1,1kJLosEoXxiTRTR1CRGRzhcDper4usAY1oByC2zOLGrzPfezcA6rNdgcmkJ3,28/11/2015
10,49,14,1,2,jCN9IUHNbak1djRCtAteu35J8nnT3eVe4Y94zygJarCvK8Vdb9uLq1vqJZ02,08/09/2012
19,116,1,0,4,pd9ImhZuZThC1XEd8mxaqoPI9z9F3uLquu5Mv6vaEA18xi CMUFaqoM3OHkj,03/04/2011
7,78,19,1,0,hHwEbPkhkwpOmNjFRNsELACwxf4q8yKyyaMtyE5VcgL4Ptfm7iuGhIugig a,03/01/2014
20,100,13,0,2,pSVMkldM8LZgHpPxo0wh9r5NoG6XRUHbrMIWm5lKa69A2qmunwxNIjlxIWTg,17/12/2021
7,111,20,1,2,C AJVrjQ3ufR3TMfns3hYXnNwtOKV pOIRFqXucTtP87 88nVCvpBD4V0YWg,05/11/2012
5,95,13,1,1,yOekJnm55gZsaO7RuKsZ2zd9gZJRKKk9dJh8fUKuB4s1AwA0duh05pViolaS,21/03/2017
14,50,8,0,2,1JJprR3GmYV8mQdtcE97xN039QgO6CDanOCvjCIBnGPoL fIYIkYFXMlOWH9,02/11/2018
5,50,16,0,4,VZxt4lEq8SuJL7YWMH0e L5qSRBwWZn6QtRkKg2Tis4EtB NF5a0hxQiDlLI,15/12/2012
18,58,9,1,2,ZlTecZd2YQRmJqxVPyCa TIWBOPhuSIzUlBgdc7FRSSoDEjqVGwVFs0Shk8W,26/01/2010
9,13,17,1,3,R6N61nr2ULPX9 Tv41U5ytY0Ju HKMHNE6iMQNJoApOoM2QMDXpVANCidfN8,13/02/2022
13,23,18,1,3,bvo8q7iQt3dRDtsTth6ni33wmjjPqfhifavkWqgwGf7sYyFcNg d5s3LRMnq,15/11/2012
12,102,14,1,4,eaq6wWhUCy9Qp2zIMAQgHnY2BAoYIvwH8QZbl55aVcQY1VS0sDVt5Ewhp8TU,07/06/2011
7,67,2,0,2,R7Bw8rwfA0fba86FancQKofPkuIfaZiuSJNtMimIoN udIozCwkNVLZonJrL,24/09/2018
10,35,9,0,1,ndeZ0JtNXGdTDA3GwkwYnlkXdvNOlPO1OfBP6gRqAmD6NeQ7PG6rcmkw6kqO,19/08/2022
11,13,3,0,3,PVRorH3vSIT92QcUqRXS3wR4SENJh360Wxna75jyYbhXVZdNb3RmYugl S20,15/05/2014
15,104,1,0,4,eOL5Le6ppMNWcvnMwJ91JhxV8TPlNeIHAvUVpJGaiox2NlqnFWnnQR38Mn44,11/10/2020
16,114,8,0,3,pqzUN8kUqtzj9MjLh0pS7svQgal5q9uJ3oUVfiktuaXiUcjV6cWchdXqi4RH,13/10/2022
9,12,14,0,3,AVQpEkmlcoR6JJK9u107KnrvQ2VROo5Hov9kyX0Lvwc4I82Md OmIXiomJxZ,18/08/2014
14,97,15,1,1,a2nA ZQZB wTN8DcjxkDG9IvopY0CmwlmFAHKQjbOvBvc7Mw1gUlnaOiM8zY,19/10/2013
13,64,18,1,2,houUlF5dcDIFLOJJiKbaAqC31kfwRUFkbNvt9034TbBvBPs9vsTQOgVwBNT ,27/02/2016
6,55,18,0,4,ZA7V5LqZKPYRxLy1jEfyxWblQujYG6zS6kpVSUE2fcWNWgpqfsXd3tZpda3F,18/05/2017
1,13,15,1,1,15WUFcBt1LnLea iFkunBTLfgQ6dQfvFcf2tTAtQ4icuHB6QGP2EqEbjligX,21/03/2010
4,50,8,0,2, 6RkygPM0JyURVk687DQMZupf4uSwtAkjSNtMxyEAgyDd2A6WvInzdbsisjq,22/10/2022
16,70,17,0,3,Imf3OLyEdq2wQhMHdYFfNB6UQckgYaTDHV Oips9vg8MDHTXp5YPiRkf0Bi8,19/09/2019
16,51,9,1,3,KDxSstmuHRam7OSYqTicUdXOYo0pGCPsD p0VOhxi9DUy1T2kEeSDCg6KMAd,17/10/2013
15,108,4,1,1,v9JCRgpjZWAwbphQAXQ3lWUPc1db1Op4TYvrqrx7bSQ1dPJe3xln5JMs58El,08/09/2018
7,37,5,1,2,2kKARC2f6vXTctGHU9ngAHCxZN5hF8TumhPBR9Ikg0CqFJjx0Sp8BJVcN7Fj,06/06/2018
11,17,9,1,1,08ZISCAFRefufnmAv6jcVlEN6rCrsdgtlSTA2lPf7ygK7zwKgmM2XayYA8EX,25/08/2020
10,88,2,0,2,Wva4EOuxt6Jp8GXoFl7Zdnk3MszpS0cxS5W56V76xWiSLAoIfWHsV7Nw7sNp,16/01/2015
15,8,2,0,1,pwg3UeabX6igRio61K3xErEfE8C7NWmgWEoiSqFMZRBksB8yTnC3ibkB shj,28/10/2011
13,30,15,0,3,Pp2 fZm4PP itLmiGUQ55wZVsAcxScMiMSorjpx7oqu7RAXl6B70Z5c2hCyb,16/07/2019
9,38,11,0,1,4kSdPZRU5uCdNLUt Q1i8cXTbt0VFTexU0EzkDGxOFK8ZD rA6xe7xJXBQJG,07/10/2017
7,11,5,1,1, B0TGuiys9BIlSLD4co87ubQC7avM26Yc2qjQnpL7NAVufABKRXqz0eMIFW6,03/05/2013
9,99,20,1,1,7OuG4LzIyTyzyWS8cB7Rd77jKJSRs9hC8f9u3f51LQScDQCBjeQAsk LxUxq,25/04/2010
11,41,16,0,3,Z9fzNgsBTlax5SIBHcIMqkbgBwz2EmPe96ptDITJr5e6I FncrA7LAUwi0zG,23/11/2014
15,86,17,1,0,JKXK7G0Uni1lcFqz1vpBHCbDyzhQP5Ak5u3Cg3P5K6cR0YeLlSCuoZBfDPrY,28/01/2012
12,85,14,0,4,3RUjh3pEXVXaQZc9QCmVhnS4O5M Q3dtcQcfVUHiu5YYvPZnyO0AQgtvku5l,19/09/2018
4,104,16,1,4,jw1MpVfAhnFju1r20nVJOE1EDoT6Yy0ZYevG6yFrDQKJDFfBEmqWR B1m3qV,09/09/2019
6,59,1,0,3,5NTk64ciwbb2yE2u cX7kAkFztUboDV1jzYrhji8ktAQK tuk1 pFFScaVbS,01/05/2017
11,69,5,0,1,2KcjCs5Gf1suB2GZm6Zc1ulwNV04mg0h3m5L55LXWZjFoYQYSMFCiCsd5R8y,13/04/2012
7,103,9,0,1,wfweVr P70lsuSK00LXDiziyQGPXSEF0w9G1wiHK53HBp04tVKZpJBh9edBJ,01/02/2010
14,95,11,0,3,WhcxROIjQP5cTIHC6OVAbrfsu8DYauB TpD laZaXl6DZXVp5uZAhzEkLk0g,04/09/2012
6,57,9,1,3,3oNlBeTrJvN8xONcbD0Di62aLiT3AgpPZ2a3sVrwWgNMD9AaKOE4Fwfzugcu,16/03/2019
17,47,15,0,3,UjD07WY07GhCmLuSerj5sawdxF8w1GqbbahkRGiImBeqyil8ikU6UHcBY1B4,07/01/2018
1,17,16,1,1,SUAUBQX5JsUmEfKlj7TmjW0ZDcQydo2YAWNnwoxbNHqL98DWNv00EzVUFLOg,25/11/2016
4,13,9,1,2,F7Jeh7XBMelr8Y0BhhUWkNyDW7rbWCjD1Hpa9ksH6j9f0BpGTZs1Ys58qhvx,27/06/2015
1,20,9,0,0,dHfVrVouzPGjdKIm8ByYeMUAcPKVtOTYT4mPXvBCrSvcsq348O2FH9dgBwS0,25/08/2017
2,116,14,1,1,bi5leElPmuLsqArStawFutE5AknnsZ2criBgzPz ffq19kLETFuFQMVe6wZd,23/06/2019
9,58,7,1,4,2DJKAs9I9urH1rsuehtvxDhbMrRfRy8w2o KQ4ER5VbaxAOEQLyIR3W486bn,22/12/2020
17,9,12,1,4,UMdegbRLnSCbrrxl5i4P7Clu4nFQrDh6gpmlbrJ1PJCqvz0jY4VE23wg579n,28/08/2013
1,59,2,1,0,rLyA7R95sJDs7sWaqE3a4GKDJKsWsjfRq8FZrQnCccSTyXFe0wOHCqnMKe34,25/08/2016
20,112,13,0,4,ooij9cy2dcvwrN2jON2hItjlXgkPKA0MWYx6551KYocAXgWIGl1QxY7ED6be,22/08/2020
9,94,16,1,3,krl4DY1HA6FyxYmBa8RdvpAMf5pzlsQ75 Ly4guzNQFONvrFlJQbvsN2FVrQ,13/10/2015
13,9,20,1,0,kYqcyiUn0bm4l4O567uemOVnduvARX4b1GqpikHaFaTKcZJ epWkyF3IXrLh,23/03/2011
15,111,16,0,1,51CzvyLAVhtYrUa6xNwF74xicFj6X0Q3sNvmmxY9MHZ7vLPRqDbwFmTfSBzb,28/11/2016
17,10,7,1,3,drVwUQ3SWkyFcFh2Es6ubsW1lJqF7eJisb2zFZIRBDBRCEGBcHsAr9AQkSyg,10/03/2017
3,37,8,1,2,7vf4kA0wRA5uJdsbzxlV0ubkpHBmfhdPtNEpu65AINv1cKtoUai0vhvbIgeH,12/02/2010
2,56,18,0,0,A 3Cr WfHOg v2RRRLuH6uF1qlt6VBqZgj7cK0pzEgfF2IDuWiahKaQTRNEE,10/10/2016
7,46,5,1,2,OHFGzviiToxlr9D3emvkZQsVeC53rqLd12ipJ32POy LDQkSCFITjmyD3cYp,09/12/2012
11,15,20,1,0,NXW8quY0Q2Kqd1TPzORCnrBxrnpdohGPAwDLvNImIsvEQwKzYzHC904ujIYY,20/09/2018
19,36,6,0,2,mwnjGPloqtwE4eWk34pNm6KdXNFw3nYbX7EWdvxrKlYwvMij91em3TqS5LN0,14/07/2018
14,85,6,1,3,B8CG2oFVkQsYmGOrDhjWSgIUdrADgXbIEv0wZA1kJ7uo9ZqMQM60IB28dGOj,21/01/2012
19,46,8,0,2,4zkc44SfdbS62d08ImnxadBNMsXO5p7k0BCLifGHnq2c s08eob7YMiyzOs2,14/08/2010
18,21,15,1,3,wJnEFl2E2UWEjmmv6WMlnK9VoaNBNxPbSwmA70K VIxsWEDfVArBK6hkyEQ ,09/11/2018
1,36,10,0,0,EzFzmzPpKbSqIgdIi8hNR8J hQo5bjwMpj4TFHKaPSYRRRN6dXE2rL7ZkLRC,10/02/2016
19,33,16,0,0,vOmmDKo7HdCgXjtJw LpCwGYdMZJtYoxkz3IqeabRGGto8uLF8Rubaiw3ccE,04/02/2017
12,120,16,0,4,lwByvG2gE1fmtL YRAGucioZ1ZpWJUcyQMGRn0n0dMDE5QJ0yEMsu8fszYoT,11/03/2019
15,38,5,1,3,zGKyJ22iN7Gma53g123Zx2w1zGgyaDNhLIMAXIi UMGfAO5HMfXqy 7efvH0,02/10/2015
16,47,19,0,4,KAOxKtJ7zMhTp muLDXoFFofmFrJ4qgVCcSQZn9tpm2YSaxIA0244AjhV3ph,04/04/2017
19,37,10,1,4,iUAPr4lrkYUvvuM 34mzNFBWOxcAxIDEYY80Vbe1H1DXpgi2sUNx cwpLNUe,11/03/2010
9,83,3,1,4,7yNf5qYSNWcRrXgE7rnpWt7uxNc6DAKs8TbCAjApMCqrXFsWz2zKgMyvqf2I,26/12/2016
4,47,13,1,2,m7Orsy0y7ddqHeXC3EPQbhsF3mMxwNQhY1YDJcEqqQ7Fuc3fYkJLHJH6VJyO,12/01/2018
6,82,16,0,3,D53t0Z26zsx9lSn1B6LKYYImzv4PiCUbqZcR8ss9t729MuDuY1evnpiifo2w,10/06/2022
11,53,9,0,1,ykmjEqu9Bpsc5DItRjGZtO8hOMF24gWFNpayDG2DhAezqllakzPBcwJfpOgD,05/06/2015
2,91,2,0,0,nAOCAQNzvN4qC1a9P yoEonSsEfb O7k25jXWYR8UFuOICLqXxiMXG59lSbS,17/06/2010
17,11,19,0,2,r16Kir7EN9OC3NCyH1jSaVUcZOMwlev4ekES762zK HvyxtMrQc5eejXZtEJ,24/06/2020
16,79,4,1,1,Z1axhfjEhO6fClSErXb1XFpup9t1KhGESXyisaQ3lKDMrWqHYEfGnu3BE6qd,13/07/2022
6,43,6,1,0,ZATEgwvr7vLHGHaLgybnKsCUPWmyUCcF1beHEed9iiDujz38yIoiq2zAQLzh,07/01/2020
15,29,1,1,0,ihSyLsKrvoLiUZnl3WItZvlJhPPv2YbscRI8LFkcQs2efpNq2epurEz8a0J8,05/03/2017
13,105,2,0,2,b 5Vls3ozDusKwrdG0EVBP5uQuNrLnJM4ApQMYDt6F2xj3PhzCXQJctvSwz3,04/12/2012
18,90,1,0,4,E1 EU9Nbvwjjv7f5fdQJSif6VROKU1i7YyHD6ywwqfB8kT0MjYxhRfEYaFAo,04/09/2016
14,55,18,1,3,eTMxIj2sWkyYpOYzDFOPKJy pBPXAB5sSQxB09DnlPbducqy6PI3oSRkgaHs,01/04/2015
10,38,9,0,1,BJTs75 1ZXXTvoJpch2Ivx7DkrvZ0g5rC7oBDFTMkcfce73BIyhcBeyEcxHn,24/11/2015
12,77,13,0,0,lDdY9D yXcolS4s9oddBhaXDibvqCcbgVlCbznSvm vj7ITlW0fVCmfRuESU,05/10/2013
4,16,13,0,3,i2Pr6vxtJf3NdeITcA 2DzpV5ECiCSSWNdruHQOcW OqebRXPY27EXc2yu3A,03/10/2021
14,83,10,1,3,G3k8Dmnp9QnGgzcsTYd3UbvhxNQKGDBK4gnW0JxOeC7dHtta7XjAcRFSGxDm,18/09/2019
15,51,14,0,2,BUW2P02M6BNphM2KvpfXeq fnWHs8ko8n0KFDzqXT3v2MjiOQNVITcymjEIg,20/04/2017
2,75,19,0,0,u qsacRQYAiYwpDDTb5Cgzx2P2byCnJ Wt941vcExZRg QdiD7N1Pf6Ag9fi,02/04/2012
10,40,10,1,0,NjFr2ExgHYUovjmGspalJpw7SaNGTY8l4DtGkgW8aNuDjLB85uFBPhhNCkqC,14/10/2011
11,80,14,0,4,O8P18 ZxjFI IBMMtWKT5c8Sl7lFxC0gKVXEWAzu1BVCDRSJFgFaFagoWl66,21/11/2010
8,15,15,0,4,uMCbyuT4wPDoxhURkqfYJ6WTKWeJqiiTumQ80BPngjV1yK YcxGX89VrAuqG,20/03/2017
18,20,6,1,3,a66fgfqVWYgnHcu7WcmDzdq8 K4yg oIcDjJNruKwot05vNAhDZti4QWIyO2,17/01/2011
17,27,3,0,1,oYnZHmucgPQSeUhCbWj6 Vv4W09kj1ORXi0 tisMKYbmXzTzp8hT8yP5OEv9,07/05/2022
7,81,12,0,1,rocQ8A9wwxZyMkQt1MEsfC 4vzJY3rTBhMMeJecdYaaa6zy1znwf0DGzYFEB,18/02/2011
13,92,19,0,1,FW4dELLT7Tba5sYuh Y3hMVcZxxtFFIssdemNNiIym00iNHoxA60FZj17RQn,02/01/2010
4,94,17,0,0,pQXFoFfTWzI8LR9UOio9EvZv6vZAt IanXqCSEAkAJe H9ZazY7bR0Gew14L,06/05/2014
13,18,9,0,2,Sf4lTkTyy8WTwGEKhyY1L pK5CJmLd8i9H8N7FRUZQx75ztXHteQAH6vSEPI,06/05/2019
2,92,13,1,1,9R0qtDIfFaGSTooBaLgUVHnsPaJ21BUcSQLLvlJHHTZ4jytmJo6l3kOF04g9,02/03/2013
17,101,8,0,0,ak6eRU6U ClJ9 WifpJ4 Rs9HUTsnqrFGQwIwMCshhdJm0Dn3xQYAoYPNyVQ,10/11/2017
16,86,15,1,0,7WDLOz8sOEicFJE7GEC moZK3 8anFJpfxbHPlFeKNwPHkdbNNrLnlm2ejro,28/10/2021
3,19,18,0,3,q3hANuBM4OLqZKnFsPKuQecRcEpyd4KpTIjGIGo1QcLWnOaiJ9NQkb1tkQH ,08/10/2010
5,32,2,0,4,2nDHRXECHR EuDR1fWoMKRuNERWNjDVzEifdqCexFi5FcFBkMeWyGtMUjZ4s,13/04/2015
12,14,16,0,2,qf9N480IbIw2WgDZdrqe5uDIAeyapjpbiXHGDYXLiIxVY5uDxMOONN3VGPzm,10/11/2021
10,7,1,1,0,kMPCvK0bZjvEoDEag2txJ9sgV k4DSNnhfB8O2JPkDgV37UGJEBjXEvFebZ3,12/04/2014
14,37,3,0,3,XN W0zoL50tB A0I9RU9qDhwqXnb8BJso3T4s5nz y5dCHiw4ZS2 iFTHLKI,20/04/2017
19,70,5,0,4,7IBmBmSg38Cx9Ejkpqs7aHHMOq0niTIAvdeAXn Y5sdVebI0klOpGceO2PFy,28/03/2015
10,43,20,1,1,guDtd2dTTC86YYVIJ4isQJNVM8WZWq1j8B7wbOg1kY7Fxp3QbLZLgyKpZIPu,21/12/2016
16,56,11,0,0,Db7xo667mycy1rVDgojQ4J3JmKuh8sbPCRPLGC1PFBwJMOKMOcHHfqN48ybB,16/12/2020
8,4,1,1,4,NozK5QSj1cXCk91RHD xMI22oajZ6TnxctNKoJlzF67jet9Omo3vMo3AKEsM,27/08/2016
5,50,18,0,0,Gqrfq8IE1ljsR2g7L3nLUolQXu9V7STub901oGw17STH7Oo570f3XGfMhlX7,02/03/2018
10,61,3,1,3,DpAdP1qQQK2QSj1DuB1dCZFeYv5OWy7 rS9Qoi9nlFANgEvZzkwysOs8uEOB,09/07/2021
7,119,4,0,3,Gml2LeGrfLyiiBHcSuvDQkhHQHR7PDUVeBal j3XEv31e8rSHaidY4UtWbV7,06/11/2017
11,43,14,0,4,MfJkU4qmaAlpOdN5qjpdEHbO68aemeKeHkIQ5dpn SApkgIHmiNvWP Pzu94,17/12/2012
16,38,3,1,3,cox1rQhwXKcLrG2ihd9klhXQ64Y7CU9JAhCGo6ObISe5A3EVjZgGDkgqbxwO,26/07/2015
1,57,18,0,2,eH  sr1QzQWWR18QsPQzr238Vv1ee2OhkMmfmC irjnHmHqDQ4mrjIpnbCJV,22/04/2016
15,51,19,1,3,1yrJ2qaqn0ZiARRuDi79aDy6QMW7dquYwWhOMbwGjgJvIJtTx7r9z6oB0hYF,05/11/2018
15,118,12,0,2,SF4r82QYD2f6vBwa1pscstpVmL nbdpXaIvx5NMZHntaGNcMJXeJ3KxN7PFF,26/04/2020
20,72,14,0,4,JjPVQVV4YtvrNh1FjYwN91KeepSFYxAk lIONSfhJAkAPS54nujWsqvmbDZs,22/07/2022
5,57,2,1,1, SjhGJ2x2NwceLPbyWMh5Pys7hPDOS6bHFyoKWWIyDIZTP22ORf5sbYQPGV6,09/02/2011
14,24,1,0,1,zH8erKnkMg3cE8qrce57P6OH4uo2vS0VtZPcpRJevmzLkvloo8Rrm1Z6Nf8e,21/04/2015
20,94,6,1,0,tawnLgmdlr5NaWxuc01apUukNG6Ixp3LCCfO4yH PIP1Lk1HHLsYjveLdl6G,21/03/2014
7,5,9,1,2,6BFH807FMHd9LRoSrZHxfAhUZDyyzf9c7kaJvGkXErOSpjWANa1eB4dnC2YS,18/02/2022
11,38,17,1,4,BythVM3pkxbU5trtiOgsXBYrqJzXZqO3i57rxu1RVUd8L5mlHDgL6ovQq05L,26/04/2016
3,12,16,1,0,SM4VxrNV12NgxoopSuqzrEhfkHEo2z2OSluy61ifLRDivgMlSpJP2nMpxM2d,10/04/2019
14,54,18,1,0,Lo06Hvm0d82722jxvAaeETImkq5FSACrRt0CdUWWvSM7Mrt 1dwQWiix0ff4,22/12/2013
10,24,16,0,0,hIwnp1BGiEMsTHoz0 Krpm6Fs0N7Ym9qX3O9VpK3Wtg1eTBWvEbDWQIxWJ16,05/05/2022
18,60,6,0,2,mDCFwpa9ZL3yN1hAHcWnKUs8K3uNlFmjlBF 2E8IlRdqV5810z isnJuirnW,21/01/2014
15,117,10,0,2,A4pA3LQx7txGeD4m4NzqaCaUGe1SKUAJ3AiXKrOfJKHfnvF5uKkO9xmwmBqu,25/04/2014
4,78,15,1,1,dbJ TMsQ3l9Pi0Dje6Ylu2rOEg6HT9mD844Jiu4QgLTUwMYLOxC V29Z6AaD,25/04/2017
5,9,10,0,4,j2MXCehtTdF8TlKMHdwydFkRH5zzFVZ9LAKwTQ2ei4BZyV0DohwOiCOI9wsp,16/04/2022
13,31,20,1,1,qXLYwdoaOZnfM0llBuXdyEI6pkGwXD6urpc1ZqcwU6e8f7AEXMDdtgU9e9Mb,14/11/2014
9,89,15,0,2,l3jjR5cBI8ZZ54xVoR3uDTYaDxcyl52zbyPEN0qAYkeTzIgiYQISH5k1n9DG,22/11/2012
13,108,20,0,3,oOOOcuw5E96ozXUOVv6tPUQju52xaqMIYo4nmnO8Kb7lWptbDdTVV6nwKeqm,03/11/2021
14,62,17,0,3,bHSCdBTcEy8iGE6tC3PsbsLMSTLvc2h0zZqYIIdV12KOjkdQSr0WE3cQcQtG,18/01/2012
14,31,9,1,1,9wHtJdcXhKtEmbEc5vBPlgU5JKyfDxoR OmigNiNNNwm4FjYFpFjroLObdMQ,26/07/2011
9,43,12,0,4,z9OIswR21A6WVXrtE3B6cTvkni134Bg8LhaGytrrxFnnPImPoiidY9Twj2Wt,20/03/2014
1,24,9,0,4,OgNJLzJl07ZwzZQa d5j8 zdPP8lmOI32ct3rFsvB6WfESg6XN8SY1iiE9hN,11/11/2012
13,21,1,0,0,B7TtFr1EAb1aV7ipRAgpUTRe5R2TMYG82fXd9ZmzOVYIZaC7tki7msWkSylC,27/10/2017
11,101,8,1,1,ir4m0AxL4lAAoJrzdtJhtyzLhNJi 8D0cikrs8wsgvsE4ouZmlRw WngI2Lf,26/03/2011
12,45,5,0,1,Q4u3RgRSYubJTH7HwCU61PnmaoEWgJY4pnG56mYJE5aA3jFFc BPsL3YgAJH,14/09/2017
15,85,6,1,2,MQv4YgCwMOJdBcpctdpcVXd3apFMPIZawMeAa84WUHJm9uYm7IVdCVurmjhH,10/02/2010
9,108,10,1,2,z5RzO7iG9z5aTKz9fvEu8AwQycaZxUplmGzFhhaVNNMzxiz4kABeE0Q8amK4,12/09/2012
5,56,10,1,4,C7bk3KJcNREuuhzcsrLXUj0Px3B57i1PzEvr6nKYSrflwLGohD7XgUnshMUm,21/12/2018
20,14,11,1,4,1T6uyYvJ7gsL1X4UdZN0bAnYV4WoQ4YOMKsDOnHW619jKYmAx8ZZhfP6WSPZ,08/07/2011
1,16,2,1,3,CoWsx fsNa jl7iiVDd1LhZBO6tzYQDTnGLdWzuxgxUyafvzA0tuIjyqcxKC,15/10/2022
8,42,15,1,3,bWoBsxwzrodENo1xOWlepZKTXX9a1MKt5oSsiTzCZzBdJlMkvOLwUAMtESx9,22/07/2012
11,73,18,1,3,va6Af2Nop8 pUe5BzF2wjJnqq9jpljS4Em7AMR8RRK0AaNNXpw1WZizj11lz,07/02/2019
11,75,4,0,4,2m2I90pnSTzDjr3ZFnpaeCg2pTw7WxDCDtxbX5Nmiq6MTwVhYWQDrROXCxRA,27/12/2010
3,24,2,1,3,XYHIOvmK4jmVlcUCYV5DbVXkZ8wCGhT2PoOP8bkgCR2Trs zcxqIpY5qQBS7,04/09/2020
20,51,15,0,0,5V1ct17thHmZKPKvd1aPIxqM0RmDVld YFbiktlN5wFls8O4qBHfVbEW3lx0,12/07/2013
1,68,3,1,3,qh1f20ZYXgw66egdvFWVAdJdsGUNsVMxtUSaTpTpblwetLXydly FH Bzhki,07/08/2021
18,6,13,0,4,bCPERxAAn5G0LUF4sQ0rGmtGK0n8B7phj8x7iQOOexXZAT5M6Edo9MgKRz 5,06/05/2017
15,50,4,1,4,OEHUBsMn9KwWe3wMdvJf6xn SPasRysT7qAN4dNuqSbBAVDm7WEsMuZMaUiQ,26/08/2013
19,49,4,1,2,lGfUphuWDgKsUpubCv980c3OS1LLtbPRsZ5QSvxvZBsZ4ES8nMUeESgCDG5R,08/03/2015
17,49,8,0,2,ELjiC0Wpxm9P6h hLuKSgQE1Eowxry22khmJDHinqMKhxf08VFM4ntnXhthD,03/11/2016
20,55,1,0,0,XJk5YTmIpLkALjSlN JvXGi9iBu7lVEd6h4yiMoytCR7sSpL7rqix1FhfGy6,02/05/2017
15,81,14,1,2,awZefJr3bhDZImN5vPgIdykyeZVCumMcx7SIOMqqBIW7HOgDokvvUcEYyHtM,13/12/2010
1,51,3,0,1,DLuh5fRurvy5ryWjufGH9NbxujBi9EqPTLMhyL2EL8VnXvwOdBeKteg8kzG9,27/03/2017
2,60,12,0,1,ku80tpvBUCiPWVCfew1XFTxLMhi1HRlgycKntn71MK1IdsSMzfRwLcyoY0rN,01/05/2014
5,26,3,0,4,BzGPRjbU DwmKfVQ6A7lOiMG3wWBoXktoasdvq2659 eYuhw1qcNgcrzqRxD,08/05/2018
7,11,12,1,0,m99jw9c2mfPP2Nz4Zepf1FwLPm8lkoI2GlSK5wDLXYt4Y9Bn5idAw8yeg8z ,06/08/2014
6,27,12,0,0,kQTIYFdL15ZctC7RdFb4xI3ZYehytLDPnAbt7ZwgVTR1Anq6x2mn5UBqaRyk,25/06/2020
10,99,20,0,0,LtNIhqOxjVDItBXsZt8Zd lyAZs7ELtW1CWocXoaZu 45xeopp6Xv5jKrXUm,24/03/2011
13,9,13,0,2,KzvO14YMpvL7v3ot1QvzUzUmvearZpC5x9GrDo16AtrhI4jBUdUK7i0pzsMG,02/01/2011
2,50,10,0,4,gLeBCSVpptvzfCYqOPMfH8iEyZ4bAWt1L40ZmI3z KRankm7WG TIkG268dp,05/05/2015
7,2,13,0,2,Ec7jgMikZlz2jVEA5Jr2OtyD0cAD6v3biQ48vO7SmEwzK3lMWo39Y22TTmy3,08/03/2020
10,106,8,1,0,OAnIWnOY9dUTUzQhZ1Gl4GfdZzBpW2AyDgb0dVNJlhBUTHkDepKPYP5cGSKf,18/04/2014
3,86,18,1,2,yRkW93A95YNsgvi3RNgyEZ3cKw cpSEYWdxASN8Q7XsH8pPdsPBz8AgB6Rlg,21/12/2011
16,25,5,0,2,UuNhrActaHciFzbWYdGsb18FwRfYtJ2hoOvoDHWoP 7l40JkKgMIMPR1PELp,26/04/2017
11,94,11,0,1,iDr4Q126mgOCTrwUTNT4S3WyNqPPnBwFooL5q1LotWJBGA39oOgBci9LTRoi,24/07/2014
12,120,16,1,1,aRCgUBWlIijTKClBW2fsP YOLDovp7wokEWECg9gFHU78xgpLkhXJkjeKYyz,26/11/2014
7,82,7,1,4,UxGalO5YTzpUkP 52TbyDXIfX9X BtgezVOMIj2VjszDTF66JyhUBtUb4rDf,03/09/2022
13,93,16,0,0,Ga1ffNgXdr8 b3KdVymE3XNdMgVKUx3ojNabZei4jpaf3Q3169Egqu04hrC1,19/04/2020
20,61,1,1,1,Tat5Lb4fTJyPb1pSBgVSeCxbcNvWee6b BWMcZ4vg64xpCT6pPQpejsyPqQV,02/11/2020
14,20,17,0,2,cSpO7wXglDBCAXSGvOUc8BSfcddhvbLCNtCCiak9ByqxgCsKDcY2WeEBlUD8,12/03/2013
4,38,18,1,3,O3O9yx5YdurJwJSy990tzHo5aa4oeY1pej8uamp7OCC7BsvmBRW1 DWD8RTn,28/07/2022
10,97,2,0,2,tCl0tpvSITswPfuUjwImbrqWrjnexNYeX5I5Ig0uMghuZeMCOq5BPotFz1Ny,10/07/2010
7,70,3,1,4,S kviw7xKN83sAa2XbJGor4sCr0GifFAxmJ38Xp1a5 fLGg6iCo6AteGgnYT,27/09/2012
20,101,2,1,1,rX52oku3BPHsHQlTG2ckf52uH38bciqkxWaT4WGFVlsA7ZDXjFe4pQXfWrr8,23/09/2022
5,110,4,0,2,KuUH82UkJwAyHPsv28M0xZ9Yt9ZZl5uaYpiYAijmkEKDriDooqkxp90Zo7Tk,19/06/2018
